id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0750,Brasil,18,M,Huaraz,Áncash,2024-11-06,3,1152.0,Tren
V0751,Perú,70,M,Machu Picchu,Cusco,2024-11-07,1,343.0,Desconocido
V0752,España,33,F,Cusco Ciudad,Cusco,2024-11-01,1,1932.0,
V0753,Colombia,46,F,Lago Titicaca,Puno,2024-01-06,3,2432.0,Avión
V0754,Chile,38,M,Huaraz,Áncash,2025-06-01,5,1900.0,Tren
V0755,México,60,F,Machu Picchu,Cusco,2024-12-01,2,1640.0,Auto
V0756,Colombia,49,F,Trujillo,La Libertad,2024-05-06,3,1879.0,Bus
V0757,Chile,79,F,Machu Picchu,Cusco,2025-06-02,10,1211.0,Desconocido
V0758,Argentina,25,M,Trujillo,La Libertad,2025-06-12,3,1302.0,Tren
V0759,Colombia,75,F,Arequipa,Arequipa,2024-09-24,3,1215.0,Tren
V0760,Chile,39,F,Machu Picchu,Cusco,2025-02-15,4,932.0,
V0761,Brasil,51,F,Trujillo,La Libertad,2024-07-05,4,967.0,Desconocido
V0762,Brasil,20,F,Huaraz,Áncash,2024-11-06,3,1793.0,Auto
V0763,Brasil,79,M,Machu Picchu,Cusco,2024-02-09,7,1147.0,Desconocido
V0764,Chile,24,F,Trujillo,La Libertad,2025-03-05,3,1316.0,Desconocido
V0765,Colombia,22,F,Lago Titicaca,Puno,2025-03-16,3,917.0,Desconocido
V0766,Colombia,51,F,Machu Picchu,Cusco,2024-10-04,1,1832.0,Desconocido
V0767,España,72,F,Cusco Ciudad,Cusco,2025-07-22,5,835.0,Auto
V0768,México,30,F,Trujillo,La Libertad,2024-01-19,2,1473.0,Auto
V0769,Brasil,45,M,Arequipa,Arequipa,2024-03-02,2,1568.0,Bus
V0770,USA,76,F,Paracas,Ica,2024-04-24,3,1361.0,Desconocido
V0771,México,48,M,Cusco Ciudad,Cusco,2024-06-27,3,1879.0,Avión
V0772,Brasil,73,F,Huaraz,Áncash,2024-06-02,7,1715.0,Desconocido
V0773,México,54,M,Paracas,Ica,2024-11-03,5,1675.0,Desconocido
V0774,Chile,50,M,Huaraz,Áncash,2025-01-31,2,955.0,Tren
V0775,USA,67,F,Huaraz,Áncash,2024-05-04,7,1912.0,Bus
V0776,Brasil,21,M,Paracas,Ica,2025-08-31,4,1825.0,Auto
V0777,USA,49,M,Huaraz,Áncash,2024-12-22,1,1057.0,Bus
V0778,Colombia,77,F,Huaraz,Áncash,2024-06-29,10,1538.0,Desconocido
V0779,Chile,49,F,Machu Picchu,Cusco,2025-01-02,5,1381.0,
V0780,USA,64,M,Machu Picchu,Cusco,2025-07-04,10,1112.0,Auto
V0781,Argentina,34,F,Machu Picchu,Cusco,2025-09-25,5,1449.0,Desconocido
V0782,USA,73,F,Arequipa,Arequipa,2024-10-25,3,1317.0,Auto
V0783,Chile,49,F,Machu Picchu,Cusco,2024-07-22,1,1221.0,Tren
V0784,México,47,F,Arequipa,Arequipa,2024-06-29,5,1243.0,Avión
V0785,México,55,F,Cusco Ciudad,Cusco,2024-03-16,2,944.0,Tren
V0786,Colombia,43,M,Lago Titicaca,Puno,2025-03-17,3,628.0,Desconocido
V0787,México,37,F,Lago Titicaca,Puno,2024-01-05,3,1873.0,
V0788,México,64,M,Trujillo,La Libertad,2024-08-17,3,1550.0,Desconocido
V0789,España,52,F,Arequipa,Arequipa,2024-11-19,1,1665.0,Auto
V0790,Colombia,51,M,Arequipa,Arequipa,2025-04-20,3,1539.0,Desconocido
V0791,,37,F,Huaraz,Áncash,2025-04-06,5,1317.0,Desconocido
V0792,Chile,42,F,Huaraz,Áncash,2025-05-25,1,1519.0,Auto
V0793,Perú,39,F,Machu Picchu,Cusco,2024-07-23,10,1479.0,Auto
V0794,España,55,F,Huaraz,Áncash,2024-01-21,4,1692.0,
V0795,Perú,17,F,Paracas,Ica,2024-05-21,2,934.0,Desconocido
V0796,Colombia,70,F,Machu Picchu,Cusco,2025-08-15,2,1342.0,Tren
V0797,Perú,77,M,Cusco Ciudad,Cusco,2024-11-23,5,1199.0,Desconocido
V0798,USA,47,M,Arequipa,Arequipa,2025-03-16,3,1081.0,Avión
V0799,USA,73,M,Cusco Ciudad,Cusco,2024-05-13,5,1233.0,NA
V0800,USA,26,M,Cusco Ciudad,Cusco,2024-11-16,5,435.0,
V0801,USA,23,M,Cusco Ciudad,Cusco,2024-11-21,1,1542.0,Tren
V0802,México,58,F,Cusco Ciudad,Cusco,2024-07-24,3,1797.0,Avión
V0803,Perú,56,M,Huaraz,Áncash,2025-03-29,7,120.0,Desconocido
V0804,Chile,18,F,Huaraz,Áncash,2025-04-19,7,1755.0,Bus
V0805,Brasil,30,F,Huaraz,Áncash,2024-11-19,2,814.0,Bus
V0806,Argentina,54,F,Trujillo,La Libertad,2024-02-11,3,2041.0,Avión
V0807,Perú,58,M,Paracas,Ica,2024-01-14,7,907.0,Auto
V0808,Colombia,72,F,Lago Titicaca,Puno,2025-05-10,1,1618.0,Tren
V0809,Colombia,56,F,Trujillo,La Libertad,2025-03-30,4,2560.0,Tren
V0810,Argentina,49,F,Arequipa,Arequipa,2025-06-15,3,1295.0,
V0811,Perú,72,F,Arequipa,Arequipa,2024-10-10,2,0.0,Tren
V0812,Argentina,36,M,Cusco Ciudad,Cusco,2025-01-27,2,1607.0,
V0813,Colombia,59,F,Trujillo,La Libertad,2024-03-06,5,2531.0,Bus
V0814,Argentina,39,F,Trujillo,La Libertad,2024-10-16,7,1169.0,Auto
V0815,México,30,M,Machu Picchu,Cusco,2025-01-29,1,1836.0,Desconocido
V0816,Chile,76,F,Arequipa,Arequipa,2025-02-10,5,1355.0,Auto
V0817,Colombia,38,M,Arequipa,Arequipa,2025-07-14,3,1521.0,Avión
V0818,USA,16,M,Huaraz,Áncash,2025-06-14,2,842.0,Desconocido
V0819,Brasil,58,F,Trujillo,La Libertad,2025-09-22,5,1418.0,Tren
V0820,Colombia,73,F,Trujillo,La Libertad,2024-03-04,2,661.0,Desconocido
V0821,USA,38,F,Lago Titicaca,Puno,2025-01-06,7,772.0,Auto
V0822,Colombia,29,F,Paracas,Ica,2025-01-26,1,1389.0,Tren
V0823,Perú,52,M,Paracas,Ica,2025-02-01,7,654.0,Auto
V0824,USA,49,F,Huaraz,Áncash,2024-11-09,2,1840.0,Desconocido
V0825,Brasil,18,M,Huaraz,Áncash,2024-08-02,7,1643.0,Bus
V0826,Perú,39,F,Huaraz,Áncash,2024-09-28,5,726.0,Desconocido
V0827,Chile,29,F,Trujillo,La Libertad,2024-02-21,5,1953.0,Avión
V0828,España,59,M,Trujillo,La Libertad,2024-08-13,1,1554.0,
V0829,México,76,M,Lago Titicaca,Puno,2024-10-14,2,2074.0,Bus
V0830,USA,31,M,Paracas,Ica,2024-08-26,3,697.0,Bus
V0831,España,61,F,Lago Titicaca,Puno,2024-10-17,5,1374.0,Desconocido
V0832,Colombia,78,F,Machu Picchu,Cusco,2024-07-21,2,2229.0,Bus
V0833,Argentina,47,M,Lago Titicaca,Puno,2024-09-16,4,1473.0,Tren
V0834,USA,29,M,Arequipa,Arequipa,2025-04-11,2,1302.0,Desconocido
V0835,Colombia,23,M,Huaraz,Áncash,2025-08-07,2,1219.0,Desconocido
V0836,Perú,44,F,Lago Titicaca,Puno,2025-04-29,2,639.0,
V0837,México,42,M,Lago Titicaca,Puno,2024-03-27,2,2297.0,Bus
V0838,Colombia,21,M,Machu Picchu,Cusco,2024-09-14,3,1427.0,Avión
V0839,Chile,44,F,Cusco Ciudad,Cusco,2025-05-29,2,925.0,Avión
V0840,España,36,M,Paracas,Ica,2024-05-17,1,2107.0,Avión
V0841,Argentina,61,M,Machu Picchu,Cusco,2025-05-14,3,1453.0,Desconocido
V0842,Chile,72,M,Trujillo,La Libertad,2024-03-05,3,1344.0,Bus
V0843,España,28,F,Machu Picchu,Cusco,2025-02-21,5,765.0,Bus
V0844,Brasil,33,M,Trujillo,La Libertad,2024-03-09,1,1126.0,Tren
V0845,Perú,30,F,Trujillo,La Libertad,2024-08-25,1,1743.0,
V0846,Colombia,39,M,Cusco Ciudad,Cusco,2024-11-02,7,1352.0,Avión
V0847,México,39,M,Paracas,Ica,2024-11-13,5,1897.0,Auto
V0848,Argentina,79,F,Paracas,Ica,2024-07-09,7,1581.0,Avión
V0849,Colombia,41,M,Cusco Ciudad,Cusco,2024-02-01,4,1543.0,NA
V0850,Chile,30,M,Paracas,Ica,2024-12-13,7,1676.0,Auto
V0851,,23,F,Huaraz,Áncash,2025-02-05,7,714.0,Bus
V0852,Brasil,53,F,Arequipa,Arequipa,2025-08-10,3,1954.0,NA
V0853,Argentina,71,M,Cusco Ciudad,Cusco,2025-02-26,3,1515.0,Desconocido
V0854,Brasil,72,M,Paracas,Ica,2024-05-26,5,1468.0,
V0855,Perú,57,F,Paracas,Ica,2025-01-24,2,1096.0,Auto
V0856,Brasil,72,M,Huaraz,Áncash,2024-02-01,3,921.0,
V0857,España,36,F,Huaraz,Áncash,2025-01-07,1,1382.0,Desconocido
V0858,Colombia,32,F,Huaraz,Áncash,2024-07-10,3,1300.0,Tren
V0859,Colombia,42,F,Machu Picchu,Cusco,2024-04-19,1,1165.0,Auto
V0860,Colombia,76,M,Cusco Ciudad,Cusco,2024-10-21,3,1289.0,Tren
V0861,Colombia,51,M,Huaraz,Áncash,2024-08-25,1,1581.0,Avión
V0862,Brasil,15,M,Arequipa,Arequipa,2024-08-25,4,1756.0,Tren
V0863,España,23,M,Arequipa,Arequipa,2024-05-18,3,1396.0,
V0864,Colombia,16,M,Paracas,Ica,2024-03-14,1,1268.0,Avión
V0865,Perú,25,M,Machu Picchu,Cusco,2025-06-23,3,587.0,Auto
V0866,Perú,35,M,Machu Picchu,Cusco,2024-11-22,2,986.0,Auto
V0867,Colombia,20,M,Trujillo,La Libertad,2025-06-28,7,1477.0,Bus
V0868,México,53,M,Lago Titicaca,Puno,2025-06-19,10,1334.0,Tren
V0869,USA,24,F,Huaraz,Áncash,2025-03-09,4,1087.0,Tren
V0870,Chile,61,M,Huaraz,Áncash,2025-06-17,2,1495.0,Tren
V0871,Colombia,61,F,Cusco Ciudad,Cusco,2025-04-28,2,2162.0,Avión
V0872,Argentina,57,F,Trujillo,La Libertad,2025-05-15,3,1609.0,NA
V0873,Perú,26,M,Paracas,Ica,2025-04-08,1,896.0,Tren
V0874,Colombia,52,F,Cusco Ciudad,Cusco,2024-04-18,4,2312.0,Desconocido
V0875,España,30,F,Lago Titicaca,Puno,2024-02-03,4,1763.0,Desconocido
V0876,Perú,44,M,Trujillo,La Libertad,2024-11-16,3,175.0,Tren
V0877,Colombia,79,M,Paracas,Ica,2025-07-13,3,1290.0,Bus
V0878,Colombia,74,F,Lago Titicaca,Puno,2024-08-27,3,1563.0,Desconocido
V0879,Brasil,77,F,Paracas,Ica,2025-07-08,5,1996.0,Auto
V0880,México,78,M,Huaraz,Áncash,2025-08-27,5,1507.0,Desconocido
V0881,España,42,F,Trujillo,La Libertad,2024-04-08,3,1548.0,
V0882,México,16,M,Huaraz,Áncash,2024-11-05,7,1749.0,
V0883,USA,74,M,Cusco Ciudad,Cusco,2024-02-24,3,1768.0,Bus
V0884,Brasil,34,F,Lago Titicaca,Puno,2024-07-08,1,1163.0,Tren
V0885,USA,23,F,Huaraz,Áncash,2024-05-08,4,1811.0,Bus
V0886,España,67,F,Machu Picchu,Cusco,2025-06-30,3,1813.0,
V0887,Colombia,36,M,Trujillo,La Libertad,2024-03-14,5,1503.0,
V0888,Chile,51,M,Trujillo,La Libertad,2025-04-10,5,895.0,Desconocido
V0889,Chile,35,F,Machu Picchu,Cusco,2024-08-04,1,1611.0,Auto
V0890,Colombia,34,M,Machu Picchu,Cusco,2024-02-29,2,1513.0,Desconocido
V0891,Brasil,16,F,Paracas,Ica,2024-09-21,3,1390.0,Desconocido
V0892,Brasil,69,M,Trujillo,La Libertad,2024-05-15,3,1221.0,Bus
V0893,México,45,F,Cusco Ciudad,Cusco,2024-06-05,2,1038.0,Bus
V0894,Chile,39,F,Machu Picchu,Cusco,2025-08-25,3,893.0,Bus
V0895,Chile,27,M,Huaraz,Áncash,2024-02-11,3,1610.0,Auto
V0896,Perú,37,F,Trujillo,La Libertad,2025-10-02,3,171.0,Avión
V0897,Perú,31,M,Huaraz,Áncash,2025-06-19,5,0.0,Bus
V0898,Brasil,45,F,Huaraz,Áncash,2025-07-25,1,1839.0,Avión
V0899,Chile,37,M,Arequipa,Arequipa,2024-05-22,3,1224.0,
V0900,USA,41,F,Trujillo,La Libertad,2025-03-22,5,1428.0,Tren
V0901,Perú,56,M,Cusco Ciudad,Cusco,2024-01-03,2,591.0,Tren
V0902,Brasil,49,F,Huaraz,Áncash,2024-02-28,2,1592.0,Bus
V0903,Chile,40,M,Arequipa,Arequipa,2024-10-16,3,1220.0,
V0904,Argentina,59,F,Trujillo,La Libertad,2024-02-02,3,1325.0,Tren
V0905,Argentina,16,M,Machu Picchu,Cusco,2024-10-01,7,2262.0,Auto
V0906,Perú,69,M,Huaraz,Áncash,2024-02-05,4,503.0,
V0907,Colombia,60,M,Huaraz,Áncash,2024-06-17,2,1573.0,
V0908,Perú,25,F,Lago Titicaca,Puno,2025-06-23,10,896.0,
V0909,Brasil,46,M,Huaraz,Áncash,2024-01-28,2,940.0,Bus
V0910,USA,37,M,Cusco Ciudad,Cusco,2025-03-17,3,1090.0,
V0911,USA,70,M,Huaraz,Áncash,2025-04-11,2,1792.0,Bus
V0912,México,73,M,Huaraz,Áncash,2024-02-26,3,1300.0,Auto
V0913,Argentina,60,F,Cusco Ciudad,Cusco,2024-01-15,3,1133.0,Desconocido
V0914,México,48,M,Lago Titicaca,Puno,2024-08-16,2,1616.0,Auto
V0915,Brasil,31,F,Cusco Ciudad,Cusco,2024-09-12,3,1489.0,Avión
V0916,Perú,63,M,Arequipa,Arequipa,2025-01-27,7,1501.0,Avión
V0917,USA,53,M,Lago Titicaca,Puno,2024-05-08,10,957.0,Avión
V0918,México,28,M,Trujillo,La Libertad,2025-05-30,1,1582.0,Avión
V0919,México,68,F,Machu Picchu,Cusco,2025-09-26,1,1758.0,
V0920,Colombia,51,M,Paracas,Ica,2025-07-29,3,1503.0,Desconocido
V0921,Brasil,54,F,Cusco Ciudad,Cusco,2025-08-12,2,1706.0,
V0922,Argentina,18,M,Lago Titicaca,Puno,2025-06-17,1,1629.0,Avión
V0923,Brasil,40,F,Machu Picchu,Cusco,2024-02-19,3,1003.0,Desconocido
V0924,USA,39,M,Trujillo,La Libertad,2025-05-20,2,1412.0,Tren
V0925,Perú,48,F,Arequipa,Arequipa,2024-08-13,2,475.0,Avión
V0926,México,42,F,Huaraz,Áncash,2024-10-26,5,1290.0,Bus
V0927,Perú,36,F,Lago Titicaca,Puno,2024-12-03,4,900.0,Auto
V0928,Chile,20,M,Cusco Ciudad,Cusco,2024-03-06,4,1651.0,Auto
V0929,Perú,51,M,Paracas,Ica,2025-02-27,4,922.0,Bus
V0930,Perú,16,F,Arequipa,Arequipa,2025-09-11,1,1171.0,Tren
V0931,México,45,F,Trujillo,La Libertad,2024-07-10,7,754.0,
V0932,México,23,F,Paracas,Ica,2025-06-27,4,456.0,
V0933,Colombia,15,F,Lago Titicaca,Puno,2024-09-26,3,980.0,Avión
V0934,Argentina,27,F,Lago Titicaca,Puno,2024-12-26,5,1663.0,
V0935,Chile,19,F,Machu Picchu,Cusco,2025-08-29,1,1260.0,Desconocido
V0936,Brasil,49,F,Lago Titicaca,Puno,2025-03-20,2,834.0,Tren
V0937,Colombia,63,M,Lago Titicaca,Puno,2025-05-22,3,1136.0,Desconocido
V0938,España,31,M,Huaraz,Áncash,2024-11-09,5,1648.0,Desconocido
V0939,Argentina,18,M,Cusco Ciudad,Cusco,2024-07-02,2,1142.0,Avión
V0940,Brasil,50,F,Arequipa,Arequipa,2025-05-12,1,1525.0,Tren
V0941,España,31,F,Lago Titicaca,Puno,2024-06-21,4,828.0,Tren
V0942,Chile,36,F,Lago Titicaca,Puno,2025-07-07,1,1863.0,Bus
V0943,Chile,55,M,Cusco Ciudad,Cusco,2024-12-29,7,2022.0,Tren
V0944,Perú,28,M,Machu Picchu,Cusco,2025-08-06,3,1023.0,Tren
V0945,México,62,F,Huaraz,Áncash,2024-10-27,3,1395.0,Desconocido
V0946,Perú,66,F,Paracas,Ica,2024-10-08,7,900.0,Tren
V0947,Chile,34,M,Machu Picchu,Cusco,2025-09-19,3,2007.0,Avión
V0948,México,66,F,Machu Picchu,Cusco,2025-03-12,3,780.0,Bus
V0949,Colombia,32,M,Lago Titicaca,Puno,2025-03-06,7,873.0,Tren
V0950,USA,58,M,Cusco Ciudad,Cusco,2024-03-06,3,1391.0,Tren
V0951,Chile,21,F,Trujillo,La Libertad,2024-02-25,5,1475.0,Avión
V0952,Argentina,53,F,Trujillo,La Libertad,2024-09-24,2,1532.0,Bus
V0953,Chile,36,M,Trujillo,La Libertad,2025-07-18,7,1946.0,Auto
V0954,México,56,F,Paracas,Ica,2025-04-09,3,1368.0,
V0955,USA,25,M,Arequipa,Arequipa,2025-06-26,2,1589.0,Tren
V0956,España,20,F,Trujillo,La Libertad,2025-06-07,3,2142.0,
V0957,México,30,M,Paracas,Ica,2024-05-06,1,1022.0,Bus
V0958,España,46,F,Machu Picchu,Cusco,2024-08-31,1,1331.0,Tren
V0959,Chile,68,F,Arequipa,Arequipa,2025-03-16,3,1472.0,Bus
V0960,México,70,M,Machu Picchu,Cusco,2024-05-14,4,817.0,Avión
V0961,España,70,F,Trujillo,La Libertad,2024-05-11,3,1846.0,Auto
V0962,Colombia,29,M,Lago Titicaca,Puno,2025-07-10,1,1376.0,Bus
V0963,México,69,F,Arequipa,Arequipa,2024-08-25,3,1566.0,Auto
V0964,Chile,48,M,Trujillo,La Libertad,2024-06-27,5,1472.0,
V0965,Colombia,33,F,Cusco Ciudad,Cusco,2025-03-17,3,1645.0,Desconocido
V0966,Colombia,50,F,Machu Picchu,Cusco,2025-03-26,3,1331.0,Bus
V0967,Perú,78,F,Trujillo,La Libertad,2025-04-23,3,718.0,NA
V0968,Brasil,43,M,Huaraz,Áncash,2024-02-19,3,1342.0,Auto
V0969,Colombia,20,F,Cusco Ciudad,Cusco,2024-02-24,2,1671.0,
V0970,Perú,17,M,Arequipa,Arequipa,2025-01-02,3,871.0,Desconocido
V0971,,44,F,Huaraz,Áncash,2024-04-26,2,1603.0,NA
V0972,Argentina,52,M,Arequipa,Arequipa,2025-08-25,2,1469.0,Avión
V0973,Argentina,70,M,Cusco Ciudad,Cusco,2025-05-01,3,1697.0,
V0974,México,54,F,Huaraz,Áncash,2024-04-11,10,1623.0,
V0975,Chile,15,M,Trujillo,La Libertad,2024-04-29,2,1727.0,
V0976,Argentina,27,M,Arequipa,Arequipa,2024-10-05,7,2031.0,Desconocido
V0977,Argentina,68,F,Machu Picchu,Cusco,2024-04-23,4,595.0,Tren
V0978,USA,24,M,Arequipa,Arequipa,2025-08-30,3,1296.0,
V0979,Brasil,42,M,Lago Titicaca,Puno,2024-08-30,1,709.0,
V0980,USA,21,M,Trujillo,La Libertad,2025-04-01,2,1798.0,Auto
V0981,Brasil,70,M,Lago Titicaca,Puno,2025-02-12,2,0.0,Auto
V0982,México,52,M,Machu Picchu,Cusco,2024-07-19,3,1034.0,Avión
V0983,USA,32,M,Machu Picchu,Cusco,2024-09-02,5,2019.0,Tren
V0984,Brasil,19,F,Cusco Ciudad,Cusco,2024-01-02,1,1138.0,Tren
V0985,Perú,70,M,Machu Picchu,Cusco,2024-04-18,4,793.0,Tren
V0986,Argentina,71,F,Lago Titicaca,Puno,2025-06-13,3,1641.0,Auto
V0987,Colombia,54,F,Lago Titicaca,Puno,2024-12-12,5,1689.0,Desconocido
V0988,México,64,F,Cusco Ciudad,Cusco,2024-11-11,7,1495.0,Bus
V0989,España,15,M,Machu Picchu,Cusco,2024-05-05,3,1099.0,Auto
V0990,Brasil,24,F,Trujillo,La Libertad,2025-01-31,3,920.0,Bus
V0991,Chile,68,F,Lago Titicaca,Puno,2024-02-22,2,1493.0,
V0992,Brasil,68,F,Arequipa,Arequipa,2024-09-26,2,1494.0,Avión
V0993,Brasil,65,F,Cusco Ciudad,Cusco,2024-12-04,2,1605.0,Desconocido
V0994,Colombia,67,M,Trujillo,La Libertad,2025-01-30,3,1414.0,Bus
V0995,Argentina,17,M,Cusco Ciudad,Cusco,2024-07-29,10,1100.0,Tren
V0996,USA,20,F,Paracas,Ica,2024-12-28,7,1102.0,
V0997,USA,43,M,Cusco Ciudad,Cusco,2025-09-13,3,2195.0,Bus
V0998,Brasil,20,F,Cusco Ciudad,Cusco,2024-10-29,7,437.0,Desconocido
V0999,España,76,M,Lago Titicaca,Puno,2025-03-08,7,1351.0,Desconocido
V1000,USA,47,M,Trujillo,La Libertad,2024-05-26,2,1712.0,Auto
V1001,Brasil,38,M,Cusco Ciudad,Cusco,2025-02-14,2,1409.0,Auto
V1002,Colombia,46,F,Paracas,Ica,2024-08-20,1,1309.0,Tren
V1003,USA,74,M,Paracas,Ica,2024-04-21,3,1687.0,Auto
V1004,Perú,51,F,Arequipa,Arequipa,2025-08-23,4,268.0,Auto
V1005,México,16,M,Arequipa,Arequipa,2024-01-25,3,1529.0,Bus
V1006,Chile,74,F,Trujillo,La Libertad,2024-07-05,3,1367.0,
V1007,Colombia,61,M,Trujillo,La Libertad,2024-02-21,5,1655.0,Avión
V1008,Chile,74,F,Trujillo,La Libertad,2024-10-16,2,1795.0,Avión
V1009,España,57,F,Paracas,Ica,2025-05-22,1,1196.0,NA
V1010,USA,40,F,Lago Titicaca,Puno,2025-01-03,5,1627.0,
V1011,USA,17,F,Machu Picchu,Cusco,2025-05-01,3,1410.0,
V1012,Brasil,71,M,Trujillo,La Libertad,2024-09-17,7,1127.0,Tren
V1013,Colombia,29,F,Lago Titicaca,Puno,2025-07-07,2,1743.0,
V1014,Perú,26,M,Trujillo,La Libertad,2024-01-26,5,662.0,NA
V1015,Argentina,52,M,Lago Titicaca,Puno,2025-03-28,4,1199.0,Tren
V1016,México,17,M,Cusco Ciudad,Cusco,2025-08-22,4,1166.0,Desconocido
V1017,Argentina,73,M,Huaraz,Áncash,2025-02-11,3,1122.0,Auto
V1018,Brasil,60,F,Lago Titicaca,Puno,2024-07-07,2,1735.0,Tren
V1019,Argentina,66,M,Huaraz,Áncash,2024-02-03,7,1281.0,Auto
V1020,,36,F,Lago Titicaca,Puno,2025-08-23,2,857.0,
V1021,Chile,61,F,Paracas,Ica,2024-08-08,1,1559.0,Tren
V1022,Perú,75,F,Huaraz,Áncash,2024-06-28,1,1042.0,Bus
V1023,México,64,F,Arequipa,Arequipa,2024-05-13,3,2025.0,Desconocido
V1024,Argentina,79,F,Huaraz,Áncash,2025-02-05,3,1717.0,Auto
V1025,Brasil,77,F,Cusco Ciudad,Cusco,2024-02-15,3,1574.0,
V1026,Brasil,55,F,Cusco Ciudad,Cusco,2025-02-17,5,1823.0,Bus
V1027,Argentina,79,M,Huaraz,Áncash,2024-08-07,2,802.0,Bus
V1028,Argentina,21,F,Machu Picchu,Cusco,2025-08-26,1,933.0,
V1029,España,76,F,Cusco Ciudad,Cusco,2025-06-28,2,1731.0,
V1030,Colombia,16,M,Paracas,Ica,2024-03-20,10,1907.0,Desconocido
V1031,Argentina,65,F,Cusco Ciudad,Cusco,2024-03-06,3,1806.0,Desconocido
V1032,Perú,62,F,Cusco Ciudad,Cusco,2025-07-02,2,1213.0,Auto
V1033,Colombia,51,M,Cusco Ciudad,Cusco,2025-08-03,7,1319.0,Tren
V1034,España,79,M,Trujillo,La Libertad,2025-04-16,5,1583.0,
V1035,Chile,46,F,Paracas,Ica,2024-10-10,4,1314.0,Bus
V1036,España,44,M,Trujillo,La Libertad,2024-02-26,4,1851.0,Auto
V1037,Chile,66,F,Lago Titicaca,Puno,2025-09-18,3,1512.0,
V1038,España,49,F,Lago Titicaca,Puno,2024-03-08,3,1291.0,Bus
V1039,Brasil,48,M,Cusco Ciudad,Cusco,2025-08-13,5,771.0,Desconocido
V1040,Brasil,50,M,Lago Titicaca,Puno,2024-09-03,2,678.0,Desconocido
V1041,España,63,M,Arequipa,Arequipa,2025-02-19,3,1756.0,Avión
V1042,Colombia,76,M,Lago Titicaca,Puno,2024-10-17,7,511.0,Tren
V1043,Colombia,48,F,Trujillo,La Libertad,2025-08-07,2,1552.0,Avión
V1044,España,20,F,Arequipa,Arequipa,2025-08-05,10,1690.0,Auto
V1045,Chile,46,M,Trujillo,La Libertad,2025-09-13,10,972.0,Bus
V1046,,21,M,Trujillo,La Libertad,2024-02-28,10,1379.0,Desconocido
V1047,Perú,54,F,Machu Picchu,Cusco,2024-02-25,1,1075.0,Desconocido
V1048,Colombia,76,M,Machu Picchu,Cusco,2024-09-26,3,1604.0,Avión
V1049,USA,18,F,Machu Picchu,Cusco,2024-05-13,5,571.0,Auto
V1050,Perú,38,F,Paracas,Ica,2025-02-27,1,1963.0,Tren
V1051,Chile,47,M,Machu Picchu,Cusco,2024-05-03,2,594.0,Bus
V1052,USA,32,M,Machu Picchu,Cusco,2024-10-14,7,1673.0,Desconocido
V1053,Perú,79,M,Trujillo,La Libertad,2024-09-04,1,0.0,NA
V1054,Chile,66,M,Cusco Ciudad,Cusco,2024-05-20,1,1929.0,Auto
V1055,México,40,F,Lago Titicaca,Puno,2025-07-13,5,1336.0,Desconocido
V1056,Chile,59,F,Arequipa,Arequipa,2024-02-01,7,2520.0,Avión
V1057,USA,79,M,Huaraz,Áncash,2024-11-01,3,1055.0,Auto
V1058,USA,36,M,Lago Titicaca,Puno,2024-08-28,3,1512.0,
V1059,Perú,61,F,Trujillo,La Libertad,2025-08-27,3,756.0,Auto
V1060,Colombia,47,M,Lago Titicaca,Puno,2025-04-17,10,1838.0,Desconocido
V1061,México,47,F,Trujillo,La Libertad,2024-01-16,2,2202.0,Auto
V1062,Chile,34,F,Cusco Ciudad,Cusco,2024-03-22,1,1565.0,
V1063,Chile,78,F,Huaraz,Áncash,2024-07-17,5,1449.0,Tren
V1064,Perú,55,F,Arequipa,Arequipa,2024-12-04,5,1426.0,
V1065,,26,M,Trujillo,La Libertad,2024-01-16,1,1441.0,Bus
V1066,España,27,F,Arequipa,Arequipa,2025-08-03,1,2252.0,Bus
V1067,Chile,31,M,Lago Titicaca,Puno,2024-09-02,4,702.0,Desconocido
V1068,México,60,F,Cusco Ciudad,Cusco,2024-05-21,1,1506.0,Desconocido
V1069,Argentina,38,M,Trujillo,La Libertad,2024-10-18,2,1293.0,Tren
V1070,España,73,F,Trujillo,La Libertad,2024-08-06,2,1926.0,Auto
V1071,España,30,M,Huaraz,Áncash,2024-08-22,3,1953.0,Auto
V1072,Chile,60,M,Paracas,Ica,2024-09-22,1,1618.0,Avión
V1073,Argentina,78,F,Paracas,Ica,2024-08-09,2,1989.0,Auto
V1074,México,55,M,Cusco Ciudad,Cusco,2024-10-07,2,1747.0,Desconocido
V1075,Brasil,21,M,Machu Picchu,Cusco,2025-06-21,2,1785.0,Avión
V1076,Brasil,57,F,Cusco Ciudad,Cusco,2024-02-08,3,1120.0,Tren
V1077,Argentina,71,F,Cusco Ciudad,Cusco,2024-01-30,10,1422.0,Bus
V1078,España,60,F,Cusco Ciudad,Cusco,2025-04-07,1,898.0,Avión
V1079,Brasil,18,M,Paracas,Ica,2024-06-09,5,1856.0,Desconocido
V1080,Perú,30,M,Lago Titicaca,Puno,2025-05-17,4,617.0,Bus
V1081,Argentina,17,F,Lago Titicaca,Puno,2025-02-22,3,1532.0,Desconocido
V1082,México,74,F,Huaraz,Áncash,2024-05-02,3,2727.0,Auto
V1083,México,27,F,Machu Picchu,Cusco,2024-01-25,1,1070.0,Bus
